"Sort","Site","Date","time collected","time burnt","BurnSession","replicate","species_code","species_name","Taxonomic_status","Accepted_name","Accepted_family","growth_form","Vegtype","TimeToFlaming(s)","PostBurntMassEstimate(%)","MaximumFlameTemperature(°C)","blowtorch","FlammabilityIndex","FMC(%)","FMC_proportion","DataSource","Origin"
421,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",120,65.0793650793651,788,1,1.66630996968076,50.1875,0.501875,"MSc","Native"
422,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",42,44.3298969072165,537.3,1,1.78570982588084,59.6291012838802,0.596291012838802,"MSc","Native"
423,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,15.2941176470588,476.5,1,0.75528311991646,54.7049441786284,0.547049441786284,"MSc","Native"
424,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",120,37.6404494382023,455.7,1,0.963679546907829,55.616850551655,0.55616850551655,"MSc","Native"
425,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",91,64.4670050761421,668.7,0,1.75261549765158,59.7853535353536,0.597853535353535,"MSc","Alien"
426,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",35,43.956043956044,782.6,0,2.14636445966262,55.2685248130524,0.552685248130524,"MSc","Alien"
427,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",68,61.9047619047619,653.6,0,1.89855842218133,71.4801444043321,0.714801444043321,"MSc","Alien"
428,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",120,75.2577319587629,658.3,1,1.61113609873502,56.8951930654058,0.568951930654058,"MSc","Alien"
429,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",51,71.4285714285714,607.4,0,2.08243104220769,50.8754377188594,0.508754377188594,"MSc","Alien"
430,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",120,36.6197183098592,479.6,1,0.982812020872226,70.0499168053245,0.700499168053245,"MSc","Alien"
431,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",44,50.5050505050505,568.3,0,1.87250858821152,53.3879374534624,0.533879374534624,"MSc","Alien"
432,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",120,65.3846153846154,714.4,1,1.57762623175065,52.0793950850662,0.520793950850662,"MSc","Alien"
433,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",87,35.4430379746835,527.2,0,1.30489694496575,52.183908045977,0.52183908045977,"MSc","Alien"
434,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",120,21.1009174311927,653,1,1.03653326606454,49.0813648293963,0.490813648293963,"MSc","Alien"
435,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",25,60.4166666666667,643.1,0,2.22817628878536,49.2605233219568,0.492605233219568,"MSc","Native"
436,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",40,73.2142857142857,764.3,1,2.38870608168361,42.9411764705882,0.429411764705882,"MSc","Native"
437,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",4,73.8317757009346,679.4,0,2.58918968681444,47.0812182741117,0.470812182741117,"MSc","Native"
438,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",50,76.9230769230769,500.2,0,2.01455696795516,56.0606060606061,0.560606060606061,"MSc","Native"
439,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",53,64.6153846153846,489.9,1,1.84761736619095,55.8011049723757,0.558011049723757,"MSc","Native"
440,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",120,61.5384615384615,721.3,1,1.54590275289097,49.3987975951904,0.493987975951904,"MSc","Native"
441,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",16,65.979381443299,596.2,0,2.30296514571772,52.5195968645017,0.525195968645017,"MSc","Native"
442,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",12,84.2592592592593,661.3,0,2.60928767901911,42.1794871794872,0.421794871794872,"MSc","Native"
443,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",116,73.3333333333333,437.4,0,1.34850644012058,56.953642384106,0.56953642384106,"MSc","Native"
444,"George",2018-08-31,"AM",NA,"10AM - 1PM",11,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",39,46.031746031746,506.6,0,1.7902313962947,58.3959899749373,0.583959899749373,"MSc","Native"
445,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,48.4615384615385,579.2,1,1.23135128931238,57.3753814852492,0.573753814852492,"MSc","Native"
446,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",120,52.073732718894,726.1,1,1.452631033171,56.0163154316791,0.560163154316791,"MSc","Native"
447,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",24,67.6300578034682,737.2,0,2.42964041318013,53.8246268656716,0.538246268656716,"MSc","Native"
448,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",70,34.3511450381679,474.5,1,1.36931929251534,61.7915904936014,0.617915904936015,"MSc","Native"
449,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",120,29.2682926829268,237.2,1,0.603089980475031,79.1767554479419,0.791767554479419,"MSc","Native"
450,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",120,39.4444444444444,631.6,1,1.20219999391005,50,0.5,"MSc","Native"
451,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",120,61.4285714285714,791.7,1,1.63264038418875,47.9651162790698,0.479651162790698,"MSc","Native"
452,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",94,39.8496240601504,448.1,1,1.19402746612581,60.4767879548306,0.604767879548306,"MSc","Native"
453,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,34.1463414634146,470.9,1,0.946010303895859,51.578947368421,0.51578947368421,"MSc","Native"
454,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",90,47.0338983050847,471.6,1,1.33204639302154,52.9055078322385,0.529055078322385,"MSc","Native"
455,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",69,68.8888888888889,695.1,1,2.01528348710453,59.4395280235988,0.594395280235988,"MSc","Alien"
456,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",22,65.9090909090909,661.6,0,2.33387589238507,54.6775130737943,0.546775130737943,"MSc","Alien"
457,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",40,79.1666666666667,602.7,1,2.24938567644103,70.1754385964912,0.701754385964912,"MSc","Alien"
458,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",88,74.025974025974,727.3,0,1.95102665064298,55.195681511471,0.55195681511471,"MSc","Alien"
459,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",105,68.1528662420382,791.4,0,1.82778894429966,48.3245149911817,0.483245149911817,"MSc","Alien"
460,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",120,57.3170731707317,491.1,1,1.21423889382769,65.564950038432,0.65564950038432,"MSc","Alien"
461,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",34,72.1649484536082,690.2,0,2.33519147394648,54.1889483065954,0.541889483065954,"MSc","Alien"
462,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",79,83.0188679245283,746,0,2.14368818486786,50.4892367906067,0.504892367906067,"MSc","Alien"
463,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",107,62.5,542.1,0,1.44060016442861,51.9191919191919,0.519191919191919,"MSc","Alien"
464,"George",2018-08-31,"AM",NA,"10AM - 1PM",12,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",38,37.5,547.7,0,1.76039630340124,48.9391796322489,0.489391796322489,"MSc","Alien"
465,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",16,62.1359223300971,706.9,0,2.40085794367271,50.4373177842565,0.504373177842566,"MSc","Native"
466,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",13,76,708.4,0,2.57313434426479,45.8248472505092,0.458248472505092,"MSc","Native"
467,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",12,47.4358974358974,573.7,0,2.11372814938175,49.7382198952879,0.497382198952879,"MSc","Native"
468,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",43,24.3243243243243,510.8,0,1.53447830538129,58.974358974359,0.58974358974359,"MSc","Native"
469,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",49,57.8947368421053,490.4,1,1.81109007674938,58.3333333333333,0.583333333333333,"MSc","Native"
470,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",59,90.625,674.7,1,2.30111274778478,50.8515815085158,0.508515815085158,"MSc","Native"
471,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",14,66.6666666666667,526.4,0,2.2396988520447,53.0237580993521,0.530237580993521,"MSc","Native"
472,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",24,74.5762711864407,762.6,0,2.53420130582947,36.6751269035533,0.366751269035533,"MSc","Native"
473,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",9,47.6190476190476,507.4,0,2.05787745718549,51.0373443983403,0.510373443983403,"MSc","Native"
474,"George",2018-09-04,"AM",NA,"10AM - 1PM",12,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",47,53.4591194968553,723.8,0,2.07262262197564,63.6182902584493,0.636182902584493,"MSc","Native"
475,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,50,515.6,1,1.16808562467647,57.8793774319066,0.578793774319066,"MSc","Native"
476,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",35,79.296875,761.8,0,2.49104465930544,52.6490066225166,0.526490066225166,"MSc","Native"
477,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",34,54.320987654321,612.8,0,2.05141828134886,57.1739130434783,0.571739130434783,"MSc","Native"
478,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",104,57.8313253012048,615.7,0,1.5085211587191,65.5954631379962,0.655954631379962,"MSc","Native"
479,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",120,40,502.9,1,1.04735239487226,81.9291819291819,0.819291819291819,"MSc","Native"
480,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",120,52.8205128205128,590.9,1,1.29167410343075,63.0811303555151,0.63081130355515,"MSc","Native"
481,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",59,77.8325123152709,761.4,0,2.27518733341703,50.1858736059479,0.50185873605948,"MSc","Native"
482,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",26,65.3846153846154,512.7,0,2.10914932788049,55.1456310679612,0.551456310679612,"MSc","Native"
483,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,36.6666666666667,513.9,1,1.02612587923632,52.3684210526316,0.523684210526316,"MSc","Native"
484,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",55,68.1632653061224,751.5,0,2.19475194023896,53.4968684759916,0.534968684759917,"MSc","Native"
485,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",28,70.9677419354839,611.4,0,2.27425837687155,60.8272506082725,0.608272506082725,"MSc","Alien"
486,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",12,58.0152671755725,724.8,0,2.41332171594295,72.5303292894281,0.725303292894281,"MSc","Alien"
487,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",17,62.5,510.1,0,2.15065010200664,69.3083573487032,0.693083573487032,"MSc","Alien"
488,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",57,86.9047619047619,649.5,0,2.2473016090514,61.9349005424955,0.619349005424955,"MSc","Alien"
489,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",30,10.5263157894737,789.7,0,1.84629058029196,44.6504992867333,0.446504992867332,"MSc","Alien"
490,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",120,70.4225352112676,652.2,1,1.55281001805112,63.817097415507,0.63817097415507,"MSc","Alien"
491,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",23,62.1761658031088,740.9,0,2.38539361735528,49.1746307558645,0.491746307558645,"MSc","Alien"
492,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",27,77.2727272727273,801,0,2.58542128603104,51.0891089108911,0.510891089108911,"MSc","Alien"
493,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",44,38.6792452830189,726.2,0,1.94561043978046,39.5628415300546,0.395628415300546,"MSc","Alien"
494,"George",2018-09-04,"AM",NA,"10AM - 1PM",13,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",19,59.375,650.6,0,2.27661478791754,47.1345029239766,0.471345029239766,"MSc","Alien"
495,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",34,71.0144927536232,595.9,0,2.20539787884445,52.4444444444444,0.524444444444444,"MSc","Native"
496,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",32,18.1818181818182,509.3,0,1.55985090698711,50.4854368932039,0.504854368932039,"MSc","Native"
497,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",10,54.2857142857143,683.5,0,2.33931301030506,45.7036114570361,0.457036114570361,"MSc","Native"
498,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",44,27.7777777777778,514.4,0,1.56685850004567,63.4730538922156,0.634730538922156,"MSc","Native"
499,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",43,71.4285714285714,581.1,0,2.1162637513213,62.8726287262873,0.628726287262873,"MSc","Native"
500,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",25,62.5,500.9,0,2.07249779239365,48.4931506849315,0.484931506849315,"MSc","Native"
501,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",14,45.3237410071942,618.4,0,2.13071484166462,54.8018804566823,0.548018804566823,"MSc","Native"
502,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",20,55.2083333333333,684.1,0,2.26640498919034,42.9618768328446,0.429618768328446,"MSc","Native"
503,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",10,40.625,527.7,0,2.00153523796474,50.3623188405797,0.503623188405797,"MSc","Native"
504,"George",2018-09-12,"AM",NA,"10AM - 1PM",13,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",33,37.8378378378378,628.4,0,1.90635521106198,59.8579040852576,0.598579040852576,"MSc","Native"
505,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,38.2352941176471,686.7,1,1.25830767494721,57.0327552986513,0.570327552986512,"MSc","Native"
506,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",47,47.2081218274112,581.6,0,1.82953528823773,51.900826446281,0.51900826446281,"MSc","Native"
507,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",36,59.4117647058824,611.6,0,2.08664456373579,56.6218809980806,0.566218809980806,"MSc","Native"
508,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",50,35.5263157894737,595.7,0,1.69962178214331,60.6490872210953,0.606490872210953,"MSc","Native"
509,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",120,30.9644670050761,237.2,1,0.620879125804889,83.5456475583864,0.835456475583864,"MSc","Native"
510,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",120,31.2925170068027,564.7,1,1.03318357031312,66.6666666666667,0.666666666666667,"MSc","Native"
511,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",93,47.5609756097561,769.1,0,1.68398501352785,50.1170960187354,0.501170960187354,"MSc","Native"
512,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",52,53.6231884057971,571.4,0,1.84241450572786,60.0157109190888,0.600157109190888,"MSc","Native"
513,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,21.6216216216216,494.1,1,0.843617281298838,57.3099415204678,0.573099415204678,"MSc","Native"
514,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",64,42.5196850393701,614.9,0,1.68027024506289,53.8233110616184,0.538233110616184,"MSc","Native"
515,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",49,71.4285714285714,682.9,0,2.1933548874012,61.6525423728814,0.616525423728814,"MSc","Alien"
516,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",27,75.5760368663594,801,0,2.5676267281106,55.4494828957836,0.554494828957836,"MSc","Alien"
517,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",27,51.7241379310345,541,0,1.99287840892744,81.7460317460318,0.817460317460318,"MSc","Alien"
518,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",49,62.0689655172414,608.4,0,2.00218442779159,52.2804054054054,0.522804054054054,"MSc","Alien"
519,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",33,43.0693069306931,678.4,0,2.02364381066772,49.0939738727349,0.490939738727349,"MSc","Alien"
520,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",67,57.8125,623.7,0,1.82664457157212,67.3664122137405,0.673664122137405,"MSc","Alien"
521,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",35,59.1623036649215,647.1,0,2.13668119884623,54.9040511727079,0.549040511727079,"MSc","Alien"
522,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",26,53.763440860215,740.1,0,2.27116384810097,52.7847049044057,0.527847049044057,"MSc","Alien"
523,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",60,47.7611940298507,582.2,0,1.72775153191747,44.0677966101695,0.440677966101695,"MSc","Alien"
524,"George",2018-09-12,"AM",NA,"10AM - 1PM",14,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",37,55.7894736842105,566.6,0,1.98414157367475,48.7329434697856,0.487329434697856,"MSc","Alien"
525,"George",2018-09-17,"AM",NA,"10AM - 1PM",15,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",32,65.8536585365854,649,0,2.23423085806632,54.2699724517907,0.542699724517906,"MSc","Native"
526,"George",2018-09-17,"AM",NA,"10AM - 1PM",15,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",23,34.2857142857143,609,0,1.9282148403346,43.75,0.4375,"MSc","Native"
