"scientific_name_original","scientific_name_MG","family_MG","scientific_name_WFO","scientific_name_authorship","family_WFO","perennial","annual","lifecycle_POSA","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","plant_longevity","flammability","pollination","dispersal"
"Lobelia chamaepitys","Lobelia chamaepitys","Campanulaceae","Lobelia chamaepitys","Lam.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Apr",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,1,NA,0,0,"leaf",1,"l","i","p"
"Lobelia comosa","Lobelia comosa","Campanulaceae","Lobelia comosa","L.","Campanulaceae",0,1,"Annual",1,0,1,0,0,0,0,0,0,"Aug","Jan",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,NA,0,1,"leaf",0,"l","i","p"
"Lobelia coronopifolia","Lobelia coronopifolia","Campanulaceae","Lobelia coronopifolia","L.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Apr",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,1,2.165,0,0,"leaf",1,"l","i","p"
"Lobelia jasionoides","Lobelia jasionoides","Campanulaceae","Lobelia jasionoides","(A.DC.) E.Wimm.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Feb",NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",1,"l","i","p"
"Lobelia linearis","Lobelia linearis","Campanulaceae","Lobelia linearis","Thunb.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Mar",NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,1,"leaf",2,"m","i","p"
"Lobelia neglecta","Lobelia neglecta","Campanulaceae","Lobelia neglecta","Roem. & Schult.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jan","Dec",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,1.19,0,0,"leaf",1,"l","i","p"
"Lobelia patula","Lobelia patula","Campanulaceae","Lobelia patula","L.f.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",1,"l","i","p"
"Lobelia pinifolia","Lobelia pinifolia","Campanulaceae","Lobelia pinifolia","L.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Apr",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.936363636,0,0,"leaf",2,"m","i","p"
"Lobelia pubescens","Lobelia pubescens","Campanulaceae","Lobelia pubescens","[Dryand.]","Campanulaceae",1,1,"Both",1,0,1,0,0,0,0,0,0,"Oct","Mar",NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,1,NA,0,1,"leaf",1,"l","i","p"
"Lobelia setacea","Lobelia setacea","Campanulaceae","Lobelia setacea","Thunb.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Apr",NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,7.325,0,1,"leaf",1,"l","i","p"
"Lobelia tomentosa","Lobelia tomentosa","Campanulaceae","Lobelia tomentosa","L.f.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Jun",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,1,1.67,0,0,"leaf",1,"l","i","p"
"Lobostemon cinereus","Lobostemon trichotomus","Boraginaceae","Lobostemon cinereus","DC.","Boraginaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Nov",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1.23,0,0,"leaf",2,"h","i","p"
"Lobostemon decorus","Lobostemon decorus","Boraginaceae","Lobostemon decorus","Levyns","Boraginaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","i","p"
"Lobostemon echioides","Lobostemon echioides","Boraginaceae","Lobostemon echioides","Lehm.","Boraginaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2.0925,0,0,"leaf",2,"h","i","p"
"Lobostemon fruticosus","Lobostemon fruticosus","Boraginaceae","Lobostemon fruticosus","H.Buek","Boraginaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Dec",NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3.645454545,0,0,"leaf",2,"h","i","p"
"Lobostemon glaucophyllus","Lobostemon glaucophyllus","Boraginaceae","Lobostemon glaucophyllus","Buek.","Boraginaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Oct",NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,5.68,0,0,"leaf",2,"h","i","p"
"Lobostemon montanus","Lobostemon montanus","Boraginaceae","Lobostemon montanus","H.Buek","Boraginaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Sep",NA,NA,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,5.18,0,0,"leaf",2,"h","i","p"
"Lobostemon muirii","Lobostemon muirii","Boraginaceae","Lobostemon muirii","Levyns","Boraginaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jun","Aug",NA,NA,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3.62,0,0,"leaf",2,"h","i","p"
"Lotononis pungens","Lotononis pungens","Fabaceae","Lotononis pungens","Eckl. & Zeyh.","Fabaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Mar",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,1,1,0,0,NA,0,0,"leaf",2,"l","i","p"
"Loxostylis alata","Loxostylis alata","Anacardiaceae","Loxostylis alata","Spreng. ex Rchb.","Anacardiaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Mar",NA,NA,600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,10.45,0,0,"leaf",3,"h","i","m"
"Lycium afrum","Lycium afrum","Solanaceae","Lycium afrum","L.","Solanaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Sep",NA,NA,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",3,"m","i","m"
"Lycium ferocissimum","Lycium ferocissimum","Solanaceae","Lycium ferocissimum","Miers","Solanaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Sep",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,2.166666667,0,0,"leaf",3,"m","i","m"
"Lycopodium zanclophyllum","Lycopodium complanatum","Lycopodiaceae","Diphasiastrum zanclophyllum","(J.H.Wilce) Holub","Lycopodiaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"microphyll",1,0,0,0,0,0,0.3,0,0,"leaf",2,"l","w","w"
"Machairophyllum albidum","Machairophyllum cookii","Aizoaceae","Machairophyllum albidum","(L.) Schwantes","Aizoaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Oct","Nov",NA,NA,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Machairophyllum bijliae","Machairophyllum acuminatum","Aizoaceae","Machairophyllum bijlii","(N.E.Br.) L.Bolus","Aizoaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Nov","Nov",NA,NA,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Macledium spinosum","Dicoma spinosa","Asteraceae","Macledium spinosum","(L.) S.Ortiz","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Feb",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,1.78,0,0,"leaf",2,"m","i","w"
"Macrostylis squarrosa","Macrostylis squarrosa","Rutaceae","Macrostylis squarrosa","Bartl. & H.L.Wendl.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Feb",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.248,0,0,"leaf",2,"h","i","p"
"Macrostylis tenuis","Macrostylis tenuis","Rutaceae","Macrostylis tenuis","E.Mey.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Mar",NA,NA,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.256,0,0,"leaf",2,"h","i","p"
"Macrostylis villosa","Macrostylis villosa","Rutaceae","Macrostylis villosa","Sond.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Dec","Jul",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.675,0,0,"leaf",3,"m","i","p"
"Mairia coriacea","Mairia coriacea","Asteraceae","Mairia coriacea","H.Bol","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,1,1,0,"Nov","Mar",NA,NA,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","w"
"Mairia crenata","Mairia crenata","Asteraceae","Zyrphelis crenata","Kuntze","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,1,1,0,"Sep","Mar",NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","w"
"Mairia hirsuta","Mairia hirsuta","Asteraceae","Mairia purpurata","(L.) J.C.Manning","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,1,1,0,"Jul","Sep",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","w"
"Manulea cephalotes","Manulea cephalotes","Scrophulariaceae","Manulea cephalotes","Thunb.","Scrophulariaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Dec","Apr",NA,NA,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",1,"l","i","p"
"Manulea cheiranthus","Manulea cheiranthus","Scrophulariaceae","Manulea cheiranthus","L.","Scrophulariaceae",0,1,"Annual",1,0,0,1,1,1,0,0,0,"Jul","Nov",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,NA,0,0,"leaf",0,"l","i","p"
"Manulea laxa","Manulea laxa","Scrophulariaceae","Manulea laxa","Schltr.","Scrophulariaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Oct",NA,NA,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",1,"l","i","p"
"Manulea tomentosa","Manulea tomentosa","Scrophulariaceae","Manulea tomentosa","(L.) L.","Scrophulariaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Dec",NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",1,"l","i","p"
"Mastersiella digitata","Mastersiella digitata","Restionaceae","Mastersiella digitata","Gilg-Ben.","Restionaceae",1,0,"Perennial",0,1,1,0,0,0,0,0,0,"Mar","Sep",NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,29.22,1,1,"culm_stem",2,"h","w","i"
"Mastersiella purpurea","Mastersiella purpurea","Restionaceae","Mastersiella purpurea","(Pillans) H.P.Linder","Restionaceae",1,0,"Perennial",0,1,1,0,0,0,0,0,0,"Feb","Feb",NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,50.45,1,1,"culm_stem",2,"h","w","i"
"Mastersiella spathulata","Mastersiella spathulata","Restionaceae","Mastersiella spathulata","(Pillans) H.P.Linder","Restionaceae",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"Sep","Sep",NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,1,1,"culm_stem",2,"h","w","i"
"Maurocenia frangula","Maurocenia frangula","Celastraceae","Maurocenia frangula","Mill.","Celastraceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jan","May",NA,NA,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,4.666666667,0,0,"leaf",3,"m","i","m"
"Maytenus acuminata","Maytenus acuminata","Celastraceae","Maytenus acuminata","(L.f.) Loes.","Celastraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Jan",NA,NA,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,6.18,0,0,"leaf",3,"m","i","m"
"Maytenus lucida","Maytenus lucida","Celastraceae","Maytenus lucida","(L.) Loes.","Celastraceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jun","Jan",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,3.666666667,0,0,"leaf",3,"m","i","m"
"Maytenus oleoides","Maytenus oleoides","Celastraceae","Maytenus oleoides","(Lam.) Loes.","Celastraceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Apr","Sep",NA,NA,400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,2.8,0,0,"leaf",3,"h","i","m"
"Maytenus undata","Maytenus undata","Celastraceae","Maytenus undata","(Thunb.) Blakelock","Celastraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Mar",NA,NA,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"h","i","m"
"Melianthus major","Melianthus major","Melianthaceae","Melianthus major","L.","Francoaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Sep",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,15.56,0,0,"leaf",2,"m","m","p"
"Melica racemosa","Melica racemosa","Poaceae","Melica racemosa","Thunb.","Poaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Oct","Mar",NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","w","i"
"Melinis nerviglumis","Melinis nerviglumis","Poaceae","Melinis nerviglumis","(Franch.) Zizka","Poaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Nov","Dec",NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","w","w"
"Melinis repens","Melinis repens","Poaceae","Melinis repens","(Willd.) Zizka","Poaceae",1,1,"Both",1,0,1,0,0,1,0,0,0,"Oct","Feb",NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,9.248333333,0,0,"leaf",1,"h","w","w"
"Melolobium candicans","Melolobium candicans","Fabaceae","Melolobium candicans","Eckl. & Zeyh.","Fabaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Jan",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",2,"l","i","p"
"Merciera azurea","Merciera azurea","Campanulaceae","Merciera azurea","Schltr.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Nov","Feb",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.554,0,0,"leaf",2,"m","i","p"
"Merciera brevifolia","Merciera brevifolia","Campanulaceae","Merciera brevifolia","A.DC.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Nov","Mar",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"m","i","p"
"Merciera tenuifolia","Merciera tenuifolia","Campanulaceae","Merciera tenuifolia","A.DC.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Dec","Mar",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.608,0,0,"leaf",2,"m","i","p"
"Mesembryanthemum crystallinum","Mesembryanthemum crystallinum","Aizoaceae","Mesembryanthemum crystallinum","L.","Aizoaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Nov","Dec",NA,NA,20,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,2.24,0,0,"leaf",0,"l","i","p"
"Metalasia brevifolia","Metalasia brevifolia","Asteraceae","Metalasia brevifolia","(Lam.) Levyns","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,0.766666667,0,0,"leaf",2,"h","i","w"
"Metalasia capitata","Metalasia capitata","Asteraceae","Metalasia capitata","Less.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Sep",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","i","w"
"Metalasia cephalotes","Metalasia cephalotes","Asteraceae","Metalasia cephalotes","Less.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Nov",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,0.59,0,0,"leaf",2,"h","i","w"
"Metalasia densa","Metalasia densa","Asteraceae","Metalasia densa","(Lam.) P.O.Karis","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jun","Oct",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,0.597333333,0,0,"leaf",2,"h","i","w"
"Metalasia dregeana","Metalasia dregeana","Asteraceae","Metalasia dregeana","DC.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Mar","Apr",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,0.73,0,0,"leaf",2,"h","i","w"
"Metalasia fastigiata","Metalasia fastigiata","Asteraceae","Metalasia fastigiata","D.Don","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Dec",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","w"
"Metalasia galpinii","Metalasia galpinii","Asteraceae","Metalasia galpinii","L.Bolus","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Dec",NA,NA,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.21,0,0,"leaf",2,"h","i","w"
"Metalasia lichtensteinii","Metalasia lichtensteinii","Asteraceae","Metalasia lichtensteinii","Less.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Jan",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,0.476,0,0,"leaf",2,"h","i","w"
"Metalasia massonii","Metalasia massonii","Asteraceae","Metalasia massonii","S.Moore","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.545,0,0,"leaf",2,"h","i","w"
"Metalasia muricata","Metalasia muricata","Asteraceae","Metalasia muricata","(L.) D.Don","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Sep",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,0.521428571,0,0,"leaf",2,"h","i","w"
"Metalasia pallida","Metalasia pallida","Asteraceae","Metalasia pallida","Bolus","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Nov",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","i","w"
"Metalasia pungens","Metalasia pungens","Asteraceae","Metalasia pungens","D.Don","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Apr","Jul",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,0.602142857,0,0,"leaf",2,"h","i","w"
"Metalasia trivialis","Metalasia trivialis","Asteraceae","Metalasia trivialis","P.O.Karis","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","i","w"
"Metrosideros angustifolia","Metrosideros angustifolia","Myrtaceae","Metrosideros angustifolia","(L.) Sm.","Myrtaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Dec","Feb",NA,NA,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,6.35,0,0,"leaf",3,"h","i","p"
"Microdon dubius","Microdon dubius","Scrophulariaceae","Microdon dubius","(L.) Hilliard","Scrophulariaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Jan",NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.0625,0,0,"leaf",0,"m","i","p"
"Microloma tenuifolium","Microloma tenuifolium","Apocynaceae","Microloma tenuifolium","(L.) K.Schum.","Apocynaceae",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Jun","Nov",NA,NA,100,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","w"
"Mimetes cucullatus","Mimetes cucullatus","Proteaceae","Mimetes cucullatus","(L.) R.Br.","Proteaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Mar",NA,NA,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,4.24,0,0,"leaf",3,"h","m","i"
"Mimetes fimbriifolius","Mimetes fimbriifolius","Proteaceae","Mimetes fimbriifolius","Knight","Proteaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jul","Dec",NA,NA,400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,7.266666667,0,0,"leaf",3,"h","m","i"
"Mimetes splendidus","Mimetes splendidus","Proteaceae","Mimetes splendidus","Knight","Proteaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"May","Jul",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,NA,0,0,"leaf",2,"h","m","i"
"Mohria caffrorum","Mohria caffrorum","Anemiaceae","Anemia afrorum","(L.) Christenh.","Anemiaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"frond",1,0,0,1,0,1,NA,0,0,"leaf",2,"m","w","w"
"Monopsis lutea","Monopsis lutea","Campanulaceae","Monopsis lutea","Urb.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Nov","Apr",NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,1,0,0,0,1.766666667,0,0,"leaf",2,"l","i","p"
"Monsonia emarginata","Monsonia emarginata","Geraniaceae","Monsonia emarginata","L'Hér.","Geraniaceae",1,1,"Both",1,0,1,0,0,0,0,0,0,"Sep","Mar",NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"leaf",0,0,1,0,0,0,1.533333333,0,0,"leaf",1,"l","i","w"
"Montinia caryophyllacea","Montinia caryophyllacea","Montiniaceae","Montinia caryophyllacea","Thunb.","Montiniaceae",1,0,"Perennial",0,1,0,1,0,0,0,1,0,"May","Oct",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3.587272727,1,1,"culm_stem",3,"h","i","w"
"Moraea fugax","Moraea fugax","Iridaceae","Moraea fugax","(D.Delaroche) Jacq.","Iridaceae",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Aug","Nov",NA,NA,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","w"
"Moraea tripetala","Moraea tripetala","Iridaceae","Moraea tripetala","(L.f.) Ker Gawl.","Iridaceae",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Aug","Sep",NA,NA,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","w"
"Morella cordifolia","Morella cordifolia","Myricaceae","Myrica cordifolia","L.","Myricaceae",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"May","Aug",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.81,0,0,"leaf",3,"h","i","p"
