"unique_ID","scientific_name_original","genus_MG","family_MG","scientific_name_WFO","scientific_name_authorship","family_WFO","latitude","longitude","subregion","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C"
"815_9_htr","Ursinia chrysanthemoides","Ursinia","Asteraceae","Ursinia chrysanthemoides","(Less.) Harv.","Asteraceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",9,14,7,2,10.99557429,3,"L",2.084699373,42.49017956,20.38192178,3.030356793,-29.44059843
"826_10_htr","Schismus barbatus","Schismus","Poaceae","Schismus barbatus","(L.) Thell.","Poaceae",-32.20613,20.43673,"htr",2014-08-26,"BHR",10,1,3,2,4.71238898,0,"N",NA,NA,NA,NA,NA
"826_11_htr","Mesembryanthemum stenandrum","Mesembryanthemum","Aizoaceae","Mesembryanthemum stenandrum","(L.Bolus) L.Bolus","Aizoaceae",-32.21432,20.4778,"htr",2014-08-26,"BHR",11,1,40,30,942.4777961,0,"N",NA,NA,NA,NA,NA
"826_12_htr","Lasiospermum brachyglossum","Lasiospermum","Asteraceae","Lasiospermum brachyglossum","DC.","Asteraceae",-32.21432,20.4778,"htr",2014-08-26,"BHR",12,2,28,22,483.8052687,1,"B",NA,NA,NA,NA,NA
"826_13_htr","Tetragonia microptera",NA,NA,"Tetragonia microptera","Fenzl","Aizoaceae",-32.21432,20.4778,"htr",2014-08-26,"BHR",13,2,26,11,224.6238747,1,"B",NA,NA,NA,NA,NA
"826_14_htr","Gnidia scabra","Gnidia","Thymelaeaceae","Gnidia scabra","Thunb.","Thymelaeaceae",-32.22685,20.59611,"htr",2014-08-26,"BHR",14,44,60,30,1413.716694,4,"L",NA,NA,NA,NA,NA
"826_15_htr","Selago rigida","Selago","Scrophulariaceae","Selago rigida","Rolfe","Scrophulariaceae",-32.04119,20.52941,"htr",2014-08-26,"BHR",15,23,37,31,900.8516934,3,"L",NA,NA,NA,NA,NA
"826_16_htr","Eriocephalus ericoides","Eriocephalus","Asteraceae","Eriocephalus ericoides","Druce","Asteraceae",-32.04127,20.5293,"htr",2014-08-26,"BHR",16,42,70,40,2199.114858,4,"L",NA,NA,NA,NA,NA
"826_17_htr","Ruschia grisea","Ruschia","Aizoaceae","Ruschia grisea","(L.Bolus) Schwantes","Aizoaceae",-32.02994,20.5261,"htr",2014-08-26,"BHR",17,64,88,80,5529.20307,4,"L",NA,NA,NA,NA,NA
"826_18_htr","Pteronia adenocarpa","Pteronia","Asteraceae","Pteronia adenocarpa","Harv.","Asteraceae",-31.99662,20.47208,"htr",2014-08-26,"BHR",18,40,40,35,1099.557429,4,"B",NA,NA,NA,NA,NA
"826_1_htr","Eriocephalus namaquensis","Eriocephalus","Asteraceae","Eriocephalus namaquensis","M.A.N.Müll.","Asteraceae",-32.11337,20.38178,"htr",2014-08-26,"BHR",1,35,62,46,2239.955562,4,"L",NA,NA,NA,NA,NA
"826_2_htr","Eriocephalus pauperrimus","Eriocephalus","Asteraceae","Eriocephalus pauperrimus","Merxm. & Eberle","Asteraceae",-32.1612,20.42,"htr",2014-08-26,"BHR",2,70,120,90,8482.300165,4,"L",NA,NA,NA,NA,NA
"826_3_htr","Lycium cinereum","Lycium","Solanaceae","Lycium cinereum","Thunb.","Solanaceae",-32.1612,20.42,"htr",2014-08-26,"BHR",3,140,250,160,31415.92654,4,"N",NA,NA,NA,NA,NA
"826_4_htr","Felicia ovata","Felicia","Asteraceae","Felicia ovata","(Thunb.) Compton","Asteraceae",-32.16624,20.42625,"htr",2014-08-26,"BHR",4,25,40,27,848.2300165,4,"B",NA,NA,NA,NA,NA
"826_5_htr","Helichrysum",NA,NA,"Helichrysum","Mill.","Asteraceae",-32.16624,20.42625,"htr",2014-08-26,"BHR",5,20,55,45,1943.860454,2,"B",NA,NA,NA,NA,NA
"826_6_htr","Rosenia oppositifolia","Rosenia","Asteraceae","Rosenia oppositifolia","(DC.) K.Bremer","Asteraceae",-32.16624,20.42625,"htr",2014-08-26,"BHR",6,35,70,45,2474.004215,4,"B",NA,NA,NA,NA,NA
"826_7_htr","Lasiopogon muscoides","Lasiopogon","Asteraceae","Lasiopogon muscoides","DC.","Asteraceae",-32.20613,20.43673,"htr",2014-08-26,"BHR",7,1,4,2,6.283185307,0,"L",NA,NA,NA,NA,NA
"826_8_htr","Senecio arenarius","Senecio","Asteraceae","Senecio arenarius","Thunb.","Asteraceae",-32.20613,20.43673,"htr",2014-08-26,"BHR",8,10,5,4,15.70796327,0,"B",NA,NA,NA,NA,NA
"826_9_htr","Tribolium tenella","Tribolium","Poaceae","Tribolium tenellum","(Nees) Verboom & H.P.Linder","Poaceae",-32.20613,20.43673,"htr",2014-08-26,"BHR",9,0.5,1,0.5,0.392699082,0,"L",NA,NA,NA,NA,NA
"621_1_hangklip","Tetraria flexuosa","Tetraria","Cyperaceae","Tetraria flexuosa","(Thunb.) C.B.Clarke","Cyperaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",1,40,50,50,1963.495408,0,"N",0.601546883,45.39372656,75.46166033,0.57615894,-27.53533024
"621_10_hangklip","Nivenia levynsiae","Nivenia","Iridaceae","Nivenia levynsiae","Weim.","Iridaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",10,35,50,40,1570.796327,1,"N",0.645073591,47.74295744,74.01164469,-3.584933775,-27.5261301
"621_11_hangklip","Pseudopentameris brachyphylla","Pseudopentameris","Poaceae","Pseudopentameris brachyphylla","(Stapf) Conert","Poaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",11,27,28,25,549.7787144,1,"S",0.98333987,43.93322992,44.67756397,-3.748817408,-26.90767673
"621_12_hangklip","Penaea mucronata","Penaea","Penaeaceae","Penaea mucronata","L.","Penaeaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",12,25,35,31,852.1570073,2,"N",0.458185371,44.80332374,97.78427364,-3.974763482,-28.35414205
"621_13_hangklip","Syncarpha vestita","Syncarpha","Asteraceae","Syncarpha vestita","(L.) B.Nord.","Asteraceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",13,35,26,20,408.407045,2,"B",0.680856761,39.30337144,57.72634379,0.914593188,-30.97822436
"621_14_hangklip","Bobartia gladiata","Bobartia","Iridaceae","Bobartia gladiata","(L.f.) Ker Gawl.","Iridaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",14,55,15,10,117.8097245,0,"N",0.593465015,45.75165158,77.09241561,-5.311045412,-27.23990375
"621_15_hangklip","Capeochloa cincta","Capeochloa","Poaceae","Capeochloa cincta","(Nees) N.P.Barker & H.P.Linder","Poaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",15,120,190,150,22383.84766,0,"N",0.530413153,45.29946696,85.40411692,-1.415657521,-26.81363093
"621_16_hangklip","Osmitopsis asteriscoides","Osmitopsis","Asteraceae","Osmitopsis asteriscoides","(L.) Less.","Asteraceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",16,95,80,70,4398.229715,1,"B",0.999935167,44.41981182,44.42269189,-5.200496689,-29.98052108
"621_17_hangklip","Retzia capensis","Retzia","Stilbaceae","Retzia capensis","Thunb.","Stilbaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",17,80,95,90,6715.154297,2,"B",0.360852757,50.39537731,139.6563456,-3.301773888,-27.15096913
"621_18_hangklip","Ficinia monticola","Ficinia","Cyperaceae","Ficinia monticola","Kunth","Cyperaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",18,25,30,15,353.4291735,0,"N",0.948312837,46.11099476,48.624244,-0.166650899,-26.26775639
"621_19_hangklip","Restio occultus","Restio","Restionaceae","Restio occultus","(Mast.) Pillans","Restionaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",19,60,50,25,981.7477042,2,"N",0.282158317,46.02337603,163.1118888,0.931078524,-26.82692001
"621_2_hangklip","Thesium carinatum","Thesium","Santalaceae","Thesium carinatum","A.DC.","Santalaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",2,20,10,8,62.83185307,1,"N",0.664502999,39.37906417,59.26092768,-4.144465468,-28.16502821
"621_20_hangklip","Berzelia albiflora","Berzelia","Bruniaceae","Berzelia albiflora","(E.Phillips) Class.-Bockh. & E.G.H.Oliv.","Bruniaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",20,35,40,22,691.1503838,3,"B",0.75005465,48.20173136,64.26429244,-4.153192999,-30.56217391
"621_21_hangklip","Pentameris curvifolia","Pentameris","Poaceae","Pentameris curvifolia","(Schrad.) Nees","Poaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",21,20,20,18,282.7433388,0,"N",0.617877301,44.76777962,72.45415809,-3.213528855,-26.06126452
"621_22_hangklip","Willdenowia teres","Willdenowia","Restionaceae","Willdenowia teres","Thunb.","Restionaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",22,45,57,45,2014.546289,2,"N",0.442792666,46.18981912,104.3147792,0.458822138,-26.36793561
"621_23_hangklip","Restio tenuissimus","Restio","Restionaceae","Restio tenuissimus","Kunth","Restionaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",23,12,35,30,824.6680716,4,"N",0.471791557,46.28086315,98.09599707,0.730345317,-28.61072353
"621_24_hangklip","Stoebe spiralis","Stoebe","Asteraceae","Seriphium spirale","(Less.) Koek.","Asteraceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",24,95,70,55,3023.782929,4,"B",0.743819381,46.61147984,62.66505151,-4.752483444,-30.46301693
"621_25_hangklip","Erica labialis","Erica","Ericaceae","Erica labialis","Salisb.","Ericaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",25,20,20,12,188.4955592,3,"S",0.574110847,52.00831826,90.58933218,-3.353169347,-28.35925324
"621_26_hangklip","Erica articularis","Erica","Ericaceae","Erica articularis","L.","Ericaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",26,32,30,30,706.8583471,3,"N",0.670055795,52.86697848,78.89936763,-1.587298959,-27.71728842
"621_27_hangklip","Erica fascicularis","Erica","Ericaceae","Erica fascicularis","L.f.","Ericaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",27,94,2,2,3.141592654,1,"N",0.919958151,49.78996548,54.12198961,-0.294654683,-27.7418221
"621_28_hangklip","Restio dispar","Restio","Restionaceae","Restio dispar","Mast.","Restionaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",28,200,40,40,1256.637061,3,"N",0.256631178,46.05896091,179.4753124,-0.375141911,-28.99917358
"621_29_hangklip","Protea cynaroides","Protea","Proteaceae","Protea cynaroides","(L.) L.","Proteaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",29,75,125,120,11780.97245,2,"N",0.584119299,49.56910253,84.86126491,0.82537843,-26.45993694
"621_3_hangklip","Villarsia capensis","Villarsia","Menyanthaceae","Villarsia capensis","(Houtt.) Merr.","Menyanthaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",3,15,30,22,518.3627878,0,"N",0.685950021,45.08968348,65.73319065,-5.633964049,-28.68330236
"621_30_hangklip","Thamnochortus gracilis","Thamnochortus","Restionaceae","Thamnochortus gracilis","Mast.","Restionaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",30,67,40,35,1099.557429,3,"N",0.227888913,46.82902653,205.4905871,-1.840397351,-27.96773648
"621_31_hangklip","Erica sessiliflora","Erica","Ericaceae","Erica sessiliflora","L.f.","Ericaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",31,42,27,18,381.7035074,3,"N",0.683864245,51.72923749,75.64255315,-5.866864066,-28.25139595
"621_32_hangklip","Leucadendron gandogeri","Leucadendron","Proteaceae","Leucadendron gandogeri","Schinz ex Gand.","Proteaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",32,32,14,10,109.9557429,1,"B",0.455616791,47.86320533,105.0514518,-0.004433849,-30.54082527
"621_33_hangklip","Psoralea aphylla","Psoralea","Fabaceae","Psoralea aphylla","L.","Fabaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",33,230,95,80,5969.026042,3,"N",2.054629846,46.84012583,22.79735492,-1.817998405,-26.58600021
"621_34_hangklip","Anthochortus capensis","Anthochortus","Restionaceae","Anthochortus capensis","Esterh.","Restionaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",34,60,110,90,7775.441818,4,"N",0.565503385,46.98328695,83.08223822,-0.511881289,-30.12839492
"621_35_hangklip","Carpacoce spermacocea","Carpacoce","Rubiaceae","Carpacoce spermacocea","(Rchb. ex Spreng.) Sond.","Rubiaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",35,60,100,100,7853.981634,3,"N",1.310731791,44.37601011,33.85590433,-4.527631378,-28.39932228
"621_36_hangklip","Soroveta ambigua","Soroveta","Restionaceae","Soroveta ambigua","(Masters) H.P.Linder & C.R.Hardy","Restionaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",36,55,90,80,5654.866776,3,"N",0.328691034,45.42482428,138.1991585,0.537103151,-27.6126677
"621_37_hangklip","Erica perspicua","Erica","Ericaceae","Erica perspicua","J.C.Wendl.","Ericaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",37,75,15,10,117.8097245,3,"B",0.859202843,46.75566175,54.41748954,-6.120100792,-29.90797489
"621_38_hangklip","Clutia alaternoides","Clutia","Euphorbiaceae","Clutia alaternoides","L.","Peraceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",38,30,35,30,824.6680716,2,"N",0.885212783,50.56295521,57.11954933,-3.185476728,-28.66480595
"621_39_hangklip","Drosera aliciae","Drosera","Droseraceae","Drosera aliciae","Raym.-Hamet","Droseraceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",39,2,4,4,12.56637061,0,"L",0.762872419,39.81603305,52.19225661,-0.577138445,-28.32095072
"621_4_hangklip","Pentameris ampla","Pentameris","Poaceae","Pentameris ampla","(Nees) Galley & H.P.Linder","Poaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",4,20,22,21,362.8539515,0,"N",0.814440971,45.03402713,55.29440282,-4.821333964,-24.79471291
"621_40_hangklip","Carpacoce heteromorpha","Carpacoce","Rubiaceae","Carpacoce heteromorpha","(H.Buek) Bolus","Rubiaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",40,28,18,17,240.331838,2,"N",0.353638896,39.91236697,112.8619263,-4.011418051,-25.32127909
"621_41_hangklip","Restio bifidus","Restio","Restionaceae","Restio bifidus","Thunb.","Restionaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",41,60,45,45,1590.431281,0,"N",0.224409257,46.72854415,208.2291289,-1.209256274,-28.73632001
"621_42_hangklip","Elegia persistens","Elegia","Restionaceae","Elegia persistens","Mast.","Restionaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",42,70,30,30,706.8583471,1,"N",0.329570445,43.73303595,132.6970808,-1.550151867,-28.38266832
"621_43_hangklip","Erica serrata","Erica","Ericaceae","Erica serrata","Thunb.","Ericaceae",-34.34706,18.9642,"hangklip",2012-06-21,"CC",43,60,40,25,785.3981634,4,"N",0.578097935,55.16007359,95.41648609,-4.134140465,-27.43045382
"621_5_hangklip","Capeobolus brevicaulis","Capeobolus","Cyperaceae","Capeobolus brevicaulis","(C.B.Clarke) J.Browning","Cyperaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",5,13,16,12,150.7964474,0,"N",0.525849335,45.22410243,86.0020151,0.997989593,-28.01680385
"621_6_hangklip","Tetraria thermalis","Tetraria","Cyperaceae","Tetraria thermalis","(L.) C.B.Clarke","Cyperaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",6,65,230,150,27096.23664,1,"N",0.36296282,44.02529278,121.2942219,2.635856197,-25.69428145
"621_7_hangklip","Geochloa rufa","Geochloa","Poaceae","Geochloa rufa","(Nees) N.P.Barker & H.P.Linder","Poaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",7,10,14,9,98.96016859,0,"S",0.800889391,44.19757677,55.185619,-2.352412488,-24.09652506
"621_8_hangklip","Nevillea obtusissima","Nevillea","Restionaceae","Nevillea obtusissima","(Steud.) H.P.Linder","Restionaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",8,75,110,100,8639.379797,0,"N",0.399045341,46.16196368,115.680999,-0.86000473,-28.24782941
"621_9_hangklip","Lobelia capillifolia","Lobelia","Lobeliaceae","Lobelia capillifolia","A.DC.","Campanulaceae",-34.33882,18.95015,"hangklip",2012-06-21,"CC",9,13,18,15,212.0575041,2,"N",1.226837871,40.91215493,33.34764593,-0.407142857,-27.48830733
"626_11_hangklip","Restio parvispiculus","Restio","Restionaceae","Restio parvispiculus","H.P.Linder & C.R.Hardy","Restionaceae",-34.3618,18.86605,"hangklip",2012-06-26,"CC",11,60,25,25,490.8738521,1,"N",0.23215313,44.86854587,193.2713369,-1.123545382,-28.52667607
"626_12_hangklip","Cliffortia subsetacea","Cliffortia","Rosaceae","Cliffortia subsetacea","(Eckl. & Zeyh.) Diels ex Bolus & Wolley-Dod","Rosaceae",-34.3618,18.86605,"hangklip",2012-06-26,"CC",12,40,50,45,1767.145868,4,"S",0.875095578,46.951872,53.6534216,-4.332833896,-28.99298688
"626_13_hangklip","Berzelia abrotanoides","Berzelia","Bruniaceae","Berzelia abrotanoides","(L.) Brongn.","Bruniaceae",-34.3618,18.86605,"hangklip",2012-06-26,"CC",13,85,65,60,3063.052837,4,"S",1.093275014,52.28526622,47.82444085,-0.713496683,-29.02923373
"626_14_hangklip","Centella restioides","Centella","Apiaceae","Centella restioides","Adamson","Apiaceae",-34.3618,18.86605,"hangklip",2012-06-26,"CC",14,50,100,75,5890.486225,2,"N",0.811618914,44.97055197,55.40845732,-2.03422361,-27.76843119
"626_15_hangklip","Morella serrata","Morella","Myricaceae","Myrica serrata","Lam.","Myricaceae",-34.3618,18.86605,"hangklip",2012-06-26,"CC",15,80,120,74,6974.335691,3,"S",1.251087081,49.1818811,39.3113172,-1.44009129,-28.22788448
"626_16_hangklip","Erica brachialis","Erica","Ericaceae","Erica brachialis","Salisb.","Ericaceae",-34.30713,18.8177,"hangklip",2012-06-26,"CC",16,175,150,130,15315.26419,4,"S",0.570959127,55.23492572,96.74059513,-3.503970611,-27.56564477
"626_17_hangklip","Protea nitida","Protea","Proteaceae","Protea nitida","Mill.","Proteaceae",-34.30749,18.81936,"hangklip",2012-06-26,"CC",17,300,350,300,82466.80716,4,"N",0.5776439,47.54036636,82.30047332,1.793546909,-28.14657399
"626_18_hangklip","Syncarpha gnaphaloides","Syncarpha","Asteraceae","Syncarpha gnaphaloides","DC.","Asteraceae",-34.30749,18.81936,"hangklip",2012-06-26,"CC",18,25,24,20,376.9911184,3,"B",0.788272501,37.82959745,47.99050762,-0.059951131,-31.1834721
"627_15_hangklip","Cunonia capensis","Cunonia","Cunoniaceae","Cunonia capensis","L.","Cunoniaceae",-34.3441,18.92532,"hangklip",2012-06-27,"CC",15,1000,800,500,314159.2654,4,"N",0.967506384,44.67351616,46.17387223,-2.941387125,-29.29134142
"627_16_hangklip","Platylophus trifoliatus","Platylophus","Cunoniaceae","Platylophus trifoliatus","(L.f.) D.Don","Cunoniaceae",-34.3441,18.92532,"hangklip",2012-06-27,"CC",16,1200,1000,800,628318.5307,4,"N",1.165944577,46.52773793,39.90561718,-1.269943644,-29.94760461
"627_17_hangklip","Curtisia dentata","Curtisia","Curtisiaceae","Curtisia dentata","(Burm.f.) C.A.Sm.","Curtisiaceae",-34.3441,18.92532,"hangklip",2012-06-27,"CC",17,800,800,700,439822.9715,4,"S",1.132564687,48.60810287,42.91861067,-1.070426693,-30.1952511
"627_18_hangklip","Protea lepidocarpodendron","Protea","Proteaceae","Protea lepidocarpodendron","L.","Proteaceae",-34.34782,18.926,"hangklip",2012-06-27,"CC",18,300,330,275,71274.88333,4,"N",0.722967102,53.13979001,73.50236254,4.696004413,-31.65739723
"627_19_hangklip","Gleichenia polypodioides","Gleichenia","Gleicheniaceae","Gleichenia polypodioides","(L.) Sm.","Gleicheniaceae",-34.34782,18.926,"hangklip",2012-06-27,"CC",19,200,400,400,125663.7061,2,"N",0.859919208,47.55165344,55.29781521,-3.698377911,-29.43064257
"627_20_hangklip","Restio subverticellatus","Restio","Restionaceae","Restio subverticillatus","(Steud.) Mast.","Restionaceae",-34.34782,18.926,"hangklip",2012-06-27,"CC",20,200,100,100,7853.981634,1,"N",1.050096352,46.58161065,44.35936811,0.795643617,-30.0910332
"627_21_hangklip","Halleria lucida","Halleria","Stilbaceae","Halleria lucida","L.","Stilbaceae",-34.34782,18.926,"hangklip",2012-06-27,"CC",21,800,600,500,235619.449,4,"N",1.568246124,49.54413931,31.59206872,-0.515886931,-29.86815136
"627_23_hangklip","Erica sitiens","Erica","Ericaceae","Erica sitiens","Klotzsch","Ericaceae",-34.34782,18.926,"hangklip",2012-06-27,"CC",23,50,15,10,117.8097245,3,"B",0.536694042,49.56293879,92.34859143,-4.074917256,-29.45127977
"619_1_hangklip","Searsia laevigata","Searsia","Anacardiaceae","Searsia laevigata","(L.) F.A.Barkley","Anacardiaceae",-34.3643,18.86727,"hangklip",2012-06-19,"CM",1,90,130,80,8168.140899,4,"N",0.95935973,45.96948011,47.91683313,1.844194254,-28.33564538
"619_10_hangklip","Olea capensis","Olea","Oleaceae","Olea capensis","L.","Oleaceae",-34.3643,18.86727,"hangklip",2012-06-19,"CM",10,150,110,85,7343.472828,4,"N",0.957190604,49.02879481,51.22155882,-2.345899581,-27.78900372
"619_11_hangklip","Passerina corymbosa","Passerina","Thymelaeaceae","Passerina corymbosa","Eckl. ex C.H.Wright","Thymelaeaceae",-34.3643,18.86727,"hangklip",2012-06-19,"CM",11,185,155,150,18260.5073,4,"S",1.228040133,50.88399107,41.43512064,-1.983576265,-27.87227351
"619_12_hangklip","Cassine peragua","Cassine","Celastraceae","Cassine peragua","L.","Celastraceae",-34.3643,18.86727,"hangklip",2012-06-19,"CM",12,155,210,190,31337.38672,4,"N",0.890022331,43.69200393,49.09090752,-1.971888416,-27.61168806
"619_13_hangklip","Metalasia muricata","Metalasia","Asteraceae","Metalasia muricata","(L.) D.Don","Asteraceae",-34.3643,18.86727,"hangklip",2012-06-19,"CM",13,120,160,130,16336.2818,4,"L",1.009112306,46.43693268,46.01760619,-2.189087608,-30.45167762
"619_14_hangklip","Agathosma imbricata","Agathosma","Rutaceae","Agathosma imbricata","Willd.","Rutaceae",-34.3643,18.86727,"hangklip",2012-06-19,"CM",14,65,60,60,2827.433388,4,"N",0.925305932,49.08390816,53.04614017,-1.19562045,-28.64521306
"619_15_hangklip","Pentameris ampla","Pentameris","Poaceae","Pentameris ampla","(Nees) Galley & H.P.Linder","Poaceae",-34.3643,18.86727,"hangklip",2012-06-19,"CM",15,30,55,43,1857.466656,0,"N",1.790452293,44.60363787,24.91193875,-0.25961855,-27.86933458
"619_16_hangklip","Tetraria cuspidata","Tetraria","Cyperaceae","Schoenus cuspidatus","Rottb.","Cyperaceae",-34.3643,18.86727,"hangklip",2012-06-19,"CM",16,75,65,55,2807.798434,0,"N",0.497833381,44.61515072,89.61864026,2.475338096,-26.18238666
"619_2_hangklip","Berzelia lanuginosa","Berzelia","Bruniaceae","Berzelia lanuginosa","(L.) Brongn.","Bruniaceae",-34.3643,18.86727,"hangklip",2012-06-19,"CM",2,135,87,55,3758.130212,4,"N",1.144047074,50.82828902,44.42849442,-0.734924406,-28.74023859
